availability_of_water,location,distant_from_school,room_type,apartment_type,price
yes,Danbare,5,self contain,bungalow,137577
yes,Jabulo,5,self contain,bungalow,176826
yes,Rimi gata,15,self contain,bungalow,113553
yes,Jabulo,5,single room,bungalow,139684
yes,Hawa dawai ke,15,single room,duplex,137382
yes,Jabulo,15,single room,bungalow,147217
yes,Jabulo,5,single room,bungalow,119162
yes,Danbare,5,single room,bungalow,104264
yes,Hawa dawai ke,15,self contain,duplex,188198
yes,Rimi gata,15,self contain,bungalow,196312
yes,Danbare,10,self contain,bungalow,233720
yes,Jabulo,5,single room,duplex,115006
yes,Jabulo,10,single room,duplex,104476
yes,Danbare,10,single room,duplex,145671
yes,Danbare,10,self contain,duplex,248210
yes,Rimi gata,15,single room,bungalow,110434
yes,Rimi gata,10,single room,bungalow,142335
yes,Rimi gata,5,self contain,bungalow,133354
yes,Hawa dawai ke,10,single room,duplex,148502
yes,Jabulo,10,self contain,duplex,243278
yes,Hawa dawai ke,5,single room,duplex,117440
yes,Danbare,15,self contain,bungalow,112313
yes,Rimi gata,15,self contain,bungalow,176464
yes,Rimi gata,5,single room,duplex,110983
yes,Hawa dawai ke,5,self contain,duplex,243046
yes,Rimi gata,15,self contain,duplex,178827
yes,Jabulo,15,single room,duplex,110730
yes,Danbare,10,self contain,bungalow,143665
yes,Jabulo,15,single room,duplex,109680
yes,Danbare,10,single room,bungalow,142437
yes,Hawa dawai ke,5,single room,bungalow,108491
yes,Rimi gata,15,single room,bungalow,133694
yes,Danbare,10,self contain,duplex,205815
yes,Jabulo,5,self contain,duplex,248643
yes,Jabulo,10,self contain,duplex,150638
yes,Rimi gata,5,single room,duplex,120288
yes,Danbare,5,single room,bungalow,146506
yes,Hawa dawai ke,10,single room,duplex,140393
yes,Danbare,15,single room,duplex,126125
yes,Jabulo,10,single room,bungalow,124947
yes,Danbare,5,single room,duplex,111208
yes,Rimi gata,5,self contain,bungalow,247872
yes,Hawa dawai ke,15,self contain,bungalow,152702
yes,Danbare,5,single room,duplex,134370
yes,Danbare,10,self contain,duplex,222567
yes,Jabulo,15,single room,bungalow,142123
yes,Jabulo,5,self contain,bungalow,217498
yes,Rimi gata,15,single room,duplex,136006
yes,Danbare,5,single room,duplex,120676
yes,Rimi gata,15,self contain,duplex,238970
yes,Danbare,5,self contain,bungalow,234954
yes,Rimi gata,15,self contain,bungalow,249556
yes,Hawa dawai ke,10,single room,bungalow,145246
yes,Jabulo,10,single room,duplex,103962
yes,Danbare,15,single room,bungalow,110346
yes,Hawa dawai ke,15,single room,duplex,142118
yes,Danbare,5,single room,bungalow,125303
yes,Jabulo,10,single room,duplex,149981
yes,Rimi gata,5,single room,bungalow,143211
yes,Danbare,5,single room,bungalow,114145
yes,Jabulo,10,self contain,bungalow,215897
yes,Jabulo,10,single room,bungalow,147704
yes,Hawa dawai ke,15,self contain,bungalow,187372
yes,Rimi gata,10,self contain,bungalow,183465
yes,Hawa dawai ke,5,self contain,duplex,248344
yes,Danbare,5,self contain,duplex,203482
yes,Rimi gata,15,self contain,bungalow,235724
yes,Jabulo,15,self contain,duplex,170897
yes,Danbare,15,single room,duplex,115371
yes,Rimi gata,5,single room,bungalow,121885
yes,Hawa dawai ke,15,single room,duplex,116866
yes,Rimi gata,10,single room,duplex,121638
yes,Danbare,15,single room,bungalow,110292
yes,Danbare,15,self contain,bungalow,152319
yes,Rimi gata,15,single room,duplex,112297
yes,Hawa dawai ke,5,self contain,duplex,206445
yes,Danbare,15,single room,bungalow,121718
yes,Jabulo,15,single room,duplex,149606
yes,Danbare,10,single room,bungalow,148226
yes,Hawa dawai ke,10,self contain,bungalow,152334
yes,Jabulo,10,self contain,bungalow,183867
yes,Rimi gata,5,self contain,bungalow,235384
yes,Jabulo,5,self contain,duplex,234612
yes,Rimi gata,5,single room,bungalow,101914
yes,Hawa dawai ke,10,self contain,bungalow,200149
yes,Jabulo,15,single room,bungalow,111076
yes,Jabulo,5,self contain,bungalow,136647
yes,Rimi gata,10,single room,bungalow,119666
yes,Danbare,15,self contain,duplex,172441
yes,Danbare,10,single room,duplex,125100
yes,Jabulo,15,self contain,duplex,229850
yes,Danbare,5,single room,bungalow,149778
yes,Rimi gata,10,single room,bungalow,114195
yes,Rimi gata,5,self contain,bungalow,105963
yes,Jabulo,15,single room,bungalow,134782
yes,Rimi gata,10,single room,duplex,147417
yes,Hawa dawai ke,15,single room,duplex,139648
yes,Rimi gata,15,self contain,duplex,233495
yes,Jabulo,5,single room,duplex,130952
yes,Jabulo,10,single room,bungalow,111855
yes,Rimi gata,10,single room,bungalow,101009
yes,Rimi gata,15,self contain,bungalow,129973
yes,Hawa dawai ke,15,single room,bungalow,144482
yes,Hawa dawai ke,10,single room,bungalow,148802
yes,Hawa dawai ke,5,self contain,duplex,247462
yes,Hawa dawai ke,10,single room,bungalow,118474
yes,Hawa dawai ke,10,self contain,duplex,165025
yes,Hawa dawai ke,5,single room,bungalow,109238
yes,Rimi gata,5,self contain,duplex,104150
yes,Hawa dawai ke,15,self contain,bungalow,243752
yes,Rimi gata,15,single room,bungalow,141915
yes,Rimi gata,15,single room,bungalow,100379
yes,Danbare,10,self contain,bungalow,177633
yes,Jabulo,5,self contain,duplex,135575
yes,Hawa dawai ke,15,self contain,bungalow,102044
yes,Jabulo,10,self contain,bungalow,108702
yes,Rimi gata,15,single room,bungalow,137641
yes,Jabulo,15,single room,bungalow,135434
yes,Hawa dawai ke,5,single room,bungalow,137996
yes,Rimi gata,10,single room,duplex,104975
yes,Jabulo,5,self contain,bungalow,127318
yes,Hawa dawai ke,15,single room,bungalow,133203
yes,Danbare,15,self contain,duplex,213666
yes,Rimi gata,5,single room,bungalow,149340
yes,Danbare,10,self contain,bungalow,133940
yes,Hawa dawai ke,5,single room,duplex,141329
yes,Hawa dawai ke,10,single room,bungalow,105938
yes,Hawa dawai ke,15,self contain,duplex,182158
yes,Rimi gata,5,single room,bungalow,117562
yes,Jabulo,15,self contain,duplex,117199
yes,Jabulo,5,self contain,bungalow,124580
yes,Danbare,15,single room,duplex,136649
yes,Danbare,15,self contain,bungalow,131774
yes,Danbare,5,single room,bungalow,106813
yes,Rimi gata,10,self contain,duplex,148018
yes,Rimi gata,10,single room,duplex,139415
yes,Jabulo,15,single room,duplex,108545
yes,Rimi gata,5,single room,bungalow,145998
yes,Danbare,10,self contain,duplex,240640
yes,Jabulo,5,single room,duplex,128071
yes,Jabulo,5,single room,bungalow,112889
yes,Hawa dawai ke,15,self contain,bungalow,205593
yes,Rimi gata,15,single room,duplex,110497
yes,Hawa dawai ke,15,self contain,bungalow,189377
yes,Jabulo,15,single room,duplex,103487
yes,Danbare,15,self contain,bungalow,224298
yes,Rimi gata,15,single room,duplex,125596
yes,Danbare,5,self contain,duplex,126602
yes,Rimi gata,15,self contain,bungalow,135556
yes,Jabulo,5,self contain,bungalow,141751
yes,Hawa dawai ke,5,self contain,duplex,168452
yes,Danbare,10,self contain,duplex,117072
yes,Hawa dawai ke,5,self contain,bungalow,106967
yes,Jabulo,5,single room,duplex,140323
yes,Jabulo,10,self contain,bungalow,150004
yes,Jabulo,5,single room,bungalow,128986
yes,Rimi gata,15,self contain,duplex,196749
yes,Rimi gata,15,single room,bungalow,146634
yes,Rimi gata,5,self contain,duplex,132549
yes,Jabulo,15,self contain,duplex,169017
yes,Danbare,15,self contain,bungalow,163960
yes,Jabulo,5,single room,duplex,123149
yes,Jabulo,15,self contain,duplex,158857
yes,Jabulo,10,single room,bungalow,104824
yes,Hawa dawai ke,5,single room,bungalow,110416
yes,Danbare,5,self contain,duplex,242366
yes,Jabulo,10,single room,duplex,144205
yes,Rimi gata,10,self contain,bungalow,221607
yes,Rimi gata,5,single room,duplex,144074
yes,Hawa dawai ke,10,self contain,bungalow,175233
yes,Hawa dawai ke,5,single room,duplex,107605
yes,Hawa dawai ke,10,single room,bungalow,110383
yes,Danbare,10,self contain,duplex,226346
yes,Hawa dawai ke,5,self contain,bungalow,174149
yes,Danbare,5,self contain,bungalow,211966
yes,Jabulo,15,self contain,bungalow,106895
yes,Hawa dawai ke,10,self contain,bungalow,202284
yes,Danbare,5,self contain,bungalow,236444
yes,Danbare,15,self contain,bungalow,164963
yes,Rimi gata,10,self contain,duplex,106498
yes,Hawa dawai ke,5,self contain,duplex,107375
yes,Danbare,15,single room,bungalow,133949
yes,Rimi gata,10,single room,bungalow,135964
yes,Hawa dawai ke,10,self contain,duplex,206177
yes,Jabulo,10,self contain,duplex,246009
yes,Danbare,10,single room,duplex,107789
yes,Hawa dawai ke,5,self contain,duplex,204760
yes,Danbare,5,self contain,duplex,101458
yes,Danbare,5,single room,bungalow,133635
yes,Rimi gata,10,self contain,duplex,237037
yes,Jabulo,15,single room,bungalow,126339
yes,Rimi gata,5,single room,bungalow,134293
yes,Hawa dawai ke,10,self contain,bungalow,112304
yes,Hawa dawai ke,5,single room,duplex,131186
yes,Rimi gata,5,self contain,bungalow,195380
yes,Hawa dawai ke,10,single room,duplex,146122
yes,Danbare,5,self contain,duplex,204427
yes,Jabulo,15,self contain,bungalow,194346
yes,Hawa dawai ke,5,single room,bungalow,106538
yes,Rimi gata,10,self contain,duplex,163148
yes,Jabulo,15,self contain,duplex,104694
yes,Rimi gata,10,self contain,duplex,122881
yes,Danbare,5,single room,bungalow,124570
yes,Danbare,15,self contain,duplex,192541
yes,Danbare,15,single room,bungalow,143553
yes,Rimi gata,5,single room,duplex,114830
yes,Jabulo,5,single room,duplex,119509
yes,Danbare,15,single room,duplex,129451
yes,Danbare,15,self contain,bungalow,209891
yes,Rimi gata,15,single room,bungalow,143516
yes,Danbare,5,single room,bungalow,134426
yes,Danbare,10,self contain,duplex,234560
yes,Danbare,15,self contain,duplex,161121
yes,Rimi gata,5,self contain,bungalow,189048
yes,Rimi gata,15,single room,bungalow,103885
yes,Danbare,15,self contain,bungalow,218717
yes,Danbare,5,self contain,bungalow,171298
yes,Rimi gata,10,single room,bungalow,106879
yes,Hawa dawai ke,15,self contain,duplex,155560
yes,Rimi gata,15,single room,duplex,147196
yes,Rimi gata,5,single room,duplex,135300
yes,Danbare,15,single room,duplex,121787
yes,Rimi gata,15,self contain,duplex,155298
yes,Hawa dawai ke,10,single room,duplex,105750
yes,Rimi gata,15,single room,duplex,103605
yes,Jabulo,15,self contain,duplex,244951
yes,Jabulo,5,single room,bungalow,136089
yes,Hawa dawai ke,5,single room,duplex,145180
yes,Rimi gata,5,single room,bungalow,112132
yes,Danbare,5,single room,bungalow,108194
yes,Jabulo,15,self contain,duplex,189215
yes,Danbare,5,self contain,bungalow,233445
yes,Hawa dawai ke,5,self contain,duplex,210626
yes,Jabulo,10,single room,bungalow,132695
yes,Hawa dawai ke,10,self contain,duplex,202635
yes,Danbare,15,self contain,duplex,108165
yes,Rimi gata,15,self contain,duplex,232024
yes,Danbare,10,single room,bungalow,115610
yes,Danbare,10,single room,duplex,106012
yes,Rimi gata,10,single room,duplex,137834
yes,Jabulo,10,self contain,bungalow,143275
yes,Hawa dawai ke,15,self contain,bungalow,241076
yes,Danbare,15,single room,bungalow,107103
yes,Danbare,15,self contain,duplex,103299
yes,Jabulo,5,self contain,duplex,152515
yes,Danbare,10,self contain,bungalow,218567
yes,Danbare,5,self contain,duplex,168638
yes,Danbare,5,self contain,bungalow,136950
yes,Hawa dawai ke,10,single room,duplex,119148
yes,Danbare,10,self contain,duplex,242648
yes,Jabulo,5,single room,bungalow,126719
yes,Jabulo,15,single room,duplex,119521
yes,Danbare,10,self contain,bungalow,187148
yes,Jabulo,10,single room,bungalow,124503
yes,Danbare,5,self contain,bungalow,162597
yes,Rimi gata,15,self contain,bungalow,170583
yes,Danbare,15,single room,duplex,137883
yes,Hawa dawai ke,10,single room,bungalow,132967
yes,Hawa dawai ke,15,single room,duplex,101309
yes,Rimi gata,5,single room,bungalow,144240
yes,Hawa dawai ke,5,self contain,bungalow,226782
yes,Jabulo,10,self contain,duplex,244616
yes,Jabulo,5,single room,bungalow,120288
yes,Rimi gata,10,single room,bungalow,129763
yes,Jabulo,15,self contain,bungalow,130560
yes,Danbare,5,self contain,bungalow,130374
yes,Hawa dawai ke,5,single room,duplex,123576
yes,Jabulo,5,self contain,bungalow,171990
yes,Jabulo,10,single room,bungalow,121896
yes,Hawa dawai ke,10,self contain,bungalow,153955
yes,Danbare,15,single room,duplex,101503
yes,Danbare,10,self contain,bungalow,105562
yes,Rimi gata,15,single room,duplex,125273
yes,Danbare,10,self contain,bungalow,219758
yes,Danbare,15,single room,duplex,140134
yes,Rimi gata,10,self contain,bungalow,145163
yes,Jabulo,5,self contain,duplex,172285
yes,Danbare,15,self contain,bungalow,182443
yes,Rimi gata,10,single room,bungalow,115120
yes,Hawa dawai ke,10,single room,duplex,130067
yes,Hawa dawai ke,5,self contain,duplex,102057
yes,Hawa dawai ke,15,single room,duplex,142351
yes,Jabulo,15,single room,duplex,128722
yes,Danbare,10,single room,bungalow,148362
yes,Jabulo,5,single room,duplex,126093
yes,Hawa dawai ke,10,single room,bungalow,134363
yes,Rimi gata,15,self contain,bungalow,240868
yes,Jabulo,5,self contain,duplex,148198
yes,Rimi gata,10,single room,bungalow,115297
yes,Rimi gata,15,self contain,bungalow,186754
yes,Rimi gata,5,self contain,duplex,144035
yes,Jabulo,5,single room,bungalow,111010
yes,Hawa dawai ke,5,self contain,bungalow,188590
yes,Danbare,15,single room,duplex,116540
yes,Jabulo,10,self contain,duplex,208797
yes,Danbare,15,self contain,duplex,113808
yes,Rimi gata,10,single room,bungalow,106010
yes,Jabulo,10,single room,duplex,119362
yes,Rimi gata,15,single room,duplex,126509
yes,Rimi gata,10,single room,bungalow,142403
yes,Rimi gata,5,single room,bungalow,112147
yes,Jabulo,5,self contain,bungalow,210807
yes,Jabulo,10,single room,bungalow,138620
yes,Danbare,5,self contain,duplex,232356
yes,Rimi gata,15,self contain,bungalow,210126
yes,Hawa dawai ke,15,self contain,duplex,126038
yes,Danbare,15,single room,duplex,146924
yes,Jabulo,5,self contain,bungalow,143331
yes,Jabulo,10,self contain,bungalow,214719
yes,Jabulo,5,single room,bungalow,130755
yes,Rimi gata,10,single room,bungalow,105932
yes,Hawa dawai ke,10,single room,duplex,125581
yes,Rimi gata,5,self contain,bungalow,172411
yes,Jabulo,15,self contain,duplex,217362
yes,Jabulo,10,single room,bungalow,100320
yes,Rimi gata,10,self contain,bungalow,121111
yes,Danbare,10,single room,duplex,137209
yes,Hawa dawai ke,5,single room,bungalow,130905
yes,Hawa dawai ke,5,single room,duplex,135517
yes,Hawa dawai ke,5,self contain,bungalow,209106
yes,Danbare,15,single room,duplex,111834
yes,Hawa dawai ke,15,self contain,bungalow,179236
yes,Hawa dawai ke,10,self contain,bungalow,170328
yes,Hawa dawai ke,15,single room,duplex,130847
yes,Hawa dawai ke,5,single room,duplex,113545
yes,Rimi gata,10,self contain,duplex,153183
yes,Danbare,10,single room,bungalow,138337
yes,Hawa dawai ke,15,single room,bungalow,137733
yes,Hawa dawai ke,5,self contain,bungalow,137373
yes,Jabulo,15,self contain,bungalow,122334
yes,Jabulo,10,single room,duplex,126681
yes,Hawa dawai ke,10,self contain,bungalow,242213
yes,Rimi gata,10,self contain,bungalow,133191
yes,Hawa dawai ke,15,self contain,duplex,231044
yes,Hawa dawai ke,10,self contain,bungalow,220923
yes,Hawa dawai ke,10,single room,bungalow,124200
yes,Jabulo,10,self contain,duplex,135157
yes,Jabulo,10,self contain,bungalow,125661
yes,Jabulo,5,self contain,duplex,228712
yes,Hawa dawai ke,10,single room,duplex,138333
yes,Jabulo,10,single room,duplex,138012
yes,Danbare,15,single room,bungalow,116386
yes,Hawa dawai ke,15,self contain,bungalow,131808
yes,Jabulo,5,single room,duplex,106194
yes,Hawa dawai ke,10,single room,bungalow,111079
yes,Hawa dawai ke,5,single room,bungalow,149765
yes,Hawa dawai ke,5,single room,duplex,105450
yes,Rimi gata,5,single room,bungalow,116330
yes,Hawa dawai ke,15,single room,duplex,149650
yes,Danbare,10,self contain,duplex,101078
yes,Hawa dawai ke,15,single room,duplex,129008
yes,Rimi gata,15,self contain,duplex,197742
yes,Rimi gata,15,self contain,bungalow,228180
yes,Hawa dawai ke,15,single room,duplex,136964
yes,Hawa dawai ke,5,self contain,bungalow,146901
yes,Danbare,10,single room,bungalow,142004
yes,Hawa dawai ke,10,single room,duplex,109282
yes,Danbare,15,self contain,bungalow,143468
yes,Jabulo,5,single room,duplex,142646
yes,Rimi gata,15,single room,duplex,125029
yes,Danbare,15,self contain,bungalow,195193
yes,Jabulo,10,single room,duplex,122880
yes,Jabulo,5,single room,duplex,101188
yes,Rimi gata,15,self contain,duplex,144186
yes,Danbare,10,single room,bungalow,147340
yes,Jabulo,15,single room,duplex,111119
yes,Danbare,15,single room,bungalow,121038
yes,Danbare,5,self contain,bungalow,132839
yes,Jabulo,15,self contain,bungalow,108716
yes,Danbare,15,single room,duplex,130539
yes,Rimi gata,10,single room,duplex,121045
yes,Hawa dawai ke,15,self contain,duplex,212446
yes,Rimi gata,15,single room,duplex,100640
yes,Danbare,15,single room,duplex,111431
yes,Rimi gata,5,self contain,duplex,215020
yes,Rimi gata,15,self contain,duplex,110651
yes,Hawa dawai ke,5,self contain,bungalow,145245
yes,Rimi gata,5,self contain,duplex,164013
yes,Hawa dawai ke,10,self contain,bungalow,197956
yes,Danbare,15,self contain,duplex,167177
yes,Rimi gata,5,single room,duplex,116346
yes,Hawa dawai ke,15,self contain,duplex,142110
yes,Jabulo,5,single room,duplex,128221
yes,Jabulo,15,single room,duplex,113769
yes,Jabulo,10,self contain,bungalow,209300
yes,Danbare,15,single room,duplex,143012
yes,Hawa dawai ke,10,single room,bungalow,115898
yes,Rimi gata,15,single room,bungalow,100436
yes,Hawa dawai ke,10,single room,bungalow,112635
yes,Rimi gata,10,single room,bungalow,103718
yes,Rimi gata,5,self contain,bungalow,131278
yes,Hawa dawai ke,5,single room,duplex,115780
yes,Jabulo,10,self contain,duplex,165509
yes,Hawa dawai ke,5,single room,duplex,142685
yes,Jabulo,15,single room,bungalow,117726
yes,Jabulo,10,single room,bungalow,147078
yes,Danbare,10,self contain,bungalow,134237
yes,Hawa dawai ke,10,single room,duplex,131343
yes,Danbare,5,self contain,bungalow,132182
yes,Danbare,5,self contain,duplex,248007
yes,Danbare,15,self contain,bungalow,183229
yes,Rimi gata,15,single room,bungalow,106595
yes,Jabulo,5,single room,bungalow,132867
yes,Rimi gata,5,self contain,bungalow,176628
yes,Rimi gata,15,self contain,bungalow,220213
yes,Rimi gata,15,self contain,bungalow,157674
yes,Jabulo,15,self contain,duplex,237960
yes,Danbare,10,single room,duplex,133679
yes,Jabulo,10,single room,duplex,146709
yes,Jabulo,15,single room,duplex,132954
yes,Danbare,15,single room,duplex,134356
yes,Hawa dawai ke,10,self contain,duplex,187175
yes,Danbare,10,self contain,bungalow,158912
yes,Danbare,15,single room,duplex,115113
yes,Hawa dawai ke,10,single room,bungalow,136261
yes,Hawa dawai ke,5,single room,bungalow,120105
yes,Rimi gata,5,single room,duplex,130398
